character_name,create_date,cube_type,miracle_time_flag,item_equip_part,item_level,target_item,potential_option_grade,additional_potential_option_grade,before_potential_options,before_additional_potential_options,after_potential_options,after_additional_potential_options
리부트반짝,2023-02-26T23:39:12+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': '4초 당 24의 HP 회복', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:39:10+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:39:09+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:39:07+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:39:05+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:39:04+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:39:02+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:39:00+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:59+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '4초 당 24의 HP 회복', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:57+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'STR : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '4초 당 24의 HP 회복', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:55+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': 'STR : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:54+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:52+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '4초 당 24의 HP 회복', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:50+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'INT : +12', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '4초 당 24의 HP 회복', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:49+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': 'INT : +12', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:47+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '4초 당 24의 MP 회복', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[],"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:46+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': '4초 당 24의 MP 회복', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:44+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:42+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:40+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'INT : +12', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:39+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'INT : +12', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': 'INT : +12', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:37+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '4초 당 24의 MP 회복', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': 'INT : +12', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:35+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': '4초 당 24의 MP 회복', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:33+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:32+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:38:30+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:34+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:32+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:29+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:27+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'DEX : +12', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:25+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': 'DEX : +12', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:24+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:22+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'STR : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:18+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': 'STR : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:16+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:15+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '4초 당 24의 HP 회복', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '방어력 : +3%', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'STR : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:13+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '4초 당 24의 HP 회복', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:11+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '올스탯 : +5', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:09+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:03+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:37:00+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': 'LUK : +12', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:58+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'DEX : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:55+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': 'DEX : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:52+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'INT : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:50+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': 'INT : +3%', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:48+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'STR : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': 'STR : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:46+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[],"[{'value': 'STR : +12', 'grade': '레어'}, {'value': 'DEX : +6', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:37+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': 'INT : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:35+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'STR : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': 'DEX : +3%', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:33+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '4초 당 24의 HP 회복', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': 'STR : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:31+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '4초 당 24의 HP 회복', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:28+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[],"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:26+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[],"[{'value': '방어력 : +120', 'grade': '레어'}, {'value': '최대 HP : +60', 'grade': '노멀'}, {'value': 'DEX : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:24+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '방어력 : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:22+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': 'LUK : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:21+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:19+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[],"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '방어력 : +60', 'grade': '노멀'}, {'value': '최대 MP : +60', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:17+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': 'LUK : +6', 'grade': '노멀'}, {'value': 'LUK : +6', 'grade': '노멀'}]",[]
리부트반짝,2023-02-26T23:36:15+09:00,수상한 큐브,이벤트 적용되지 않음,반지,120,글로리온 링 : 슈프림,레어,노멀,"[{'value': '최대 MP : +3%', 'grade': '레어'}, {'value': '최대 MP : +60', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[],"[{'value': '최대 HP : +120', 'grade': '레어'}, {'value': 'INT : +6', 'grade': '노멀'}, {'value': '최대 HP : +60', 'grade': '노멀'}]",[]
